,pickup_dt,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
23169,2015-05-25 17:00:00,Bronx,86,4.33333333333333,10.0,84.0,57.0,1023.1,0.0,0.0,0.2175,0.0,Y
23176,2015-05-25 18:00:00,Bronx,80,3.66666666666667,10.0,85.0,58.0,1022.5,0.0,0.0,0.2175,0.0,Y
23183,2015-05-25 19:00:00,Bronx,75,3.0,10.0,83.0,57.0,1022.0,0.0,0.0,0.2175,0.0,Y
23190,2015-05-25 20:00:00,Bronx,82,10.0,10.0,84.0,56.0,1021.2,0.0,0.0,0.2175,0.0,Y
23197,2015-05-25 21:00:00,Bronx,75,6.0,10.0,84.0,56.0,1020.9,0.0,0.0,0.2175,0.0,Y
23204,2015-05-25 22:00:00,Bronx,90,6.5,10.0,82.0,57.0,1020.8,0.0,0.0,0.2175,0.0,Y
23211,2015-05-25 23:00:00,Bronx,78,7.0,10.0,82.0,56.0,1021.0,0.0,0.0,0.1875,0.0,Y
23218,2015-05-26 00:00:00,Bronx,67,7.5,10.0,81.0,55.0,1021.1,0.0,0.0,0.1525,0.0,N
23225,2015-05-26 01:00:00,Bronx,41,8.0,10.0,78.0,55.0,1021.5,0.0,0.0,0.0525,0.0,N
23232,2015-05-26 02:00:00,Bronx,36,6.0,10.0,77.0,55.0,1022.0,0.0,0.0,0.04,0.0,N
23239,2015-05-26 03:00:00,Bronx,19,3.0,10.0,74.0,56.0,1022.3,0.0,0.0,0.025,0.0,N
23246,2015-05-26 04:00:00,Bronx,29,4.0,10.0,72.0,57.0,1022.5,0.0,0.0,0.02,0.0,N
23252,2015-05-26 05:00:00,Bronx,24,5.0,10.0,71.0,56.0,1022.0,0.0,0.0,0.0,0.0,N
23259,2015-05-26 06:00:00,Bronx,44,8.0,10.0,71.0,53.0,1021.8,0.0,0.0,0.01,0.0,N
23266,2015-05-26 07:00:00,Bronx,53,5.0,10.0,69.0,52.0,1021.9,0.0,0.0,0.0,0.0,N
23273,2015-05-26 08:00:00,Bronx,85,7.0,10.0,69.0,52.0,1021.9,0.0,0.0,0.0,0.0,N
23280,2015-05-26 09:00:00,Bronx,96,6.0,10.0,68.0,53.0,1022.1,0.0,0.0,0.0,0.0,N
23287,2015-05-26 10:00:00,Bronx,55,8.0,10.0,67.0,54.0,1022.5,0.0,0.0,0.0,0.0,N
23293,2015-05-26 11:00:00,Bronx,52,6.0,10.0,67.0,56.0,1023.1,0.0,0.0,0.0,0.0,N
23300,2015-05-26 12:00:00,Bronx,56,3.0,10.0,68.0,57.0,1023.3,0.0,0.0,0.0,0.0,N
23307,2015-05-26 13:00:00,Bronx,61,3.0,10.0,71.0,58.0,1023.2,0.0,0.0,0.0,0.0,N
23314,2015-05-26 14:00:00,Bronx,63,3.0,10.0,75.0,59.0,1022.6,0.0,0.0,0.0,0.0,N
23321,2015-05-26 15:00:00,Bronx,75,3.0,10.0,79.0,60.0,1022.7,0.0,0.0,0.0,0.0,N
23328,2015-05-26 16:00:00,Bronx,82,7.0,10.0,82.0,61.0,1022.3,0.0,0.0,0.0,0.0,N
23335,2015-05-26 17:00:00,Bronx,72,5.0,10.0,85.0,61.0,1022.1,0.0,0.0,0.0,0.0,N
23342,2015-05-26 18:00:00,Bronx,96,3.0,10.0,87.0,61.0,1021.5,0.0,0.0,0.0,0.0,N
23348,2015-05-26 19:00:00,Bronx,74,5.0,10.0,86.0,60.0,1021.1,0.0,0.0,0.0,0.0,N
23354,2015-05-26 20:00:00,Bronx,60,7.0,10.0,85.0,60.0,1020.6,0.0,0.0,0.0,0.0,N
23361,2015-05-26 21:00:00,Bronx,91,6.0,10.0,85.0,61.0,1020.7,0.0,0.0,0.0,0.0,N
23367,2015-05-26 22:00:00,Bronx,138,0.0,10.0,82.0,60.0,1020.3,0.0,0.0,0.0,0.0,N
23374,2015-05-26 23:00:00,Bronx,69,3.0,10.0,80.0,61.0,1020.1,0.0,0.0,0.0,0.0,N
23380,2015-05-27 00:00:00,Bronx,54,3.0,10.0,78.0,61.0,1020.2,0.0,0.0,0.0,0.0,N
23387,2015-05-27 01:00:00,Bronx,33,5.0,10.0,76.0,61.0,1020.2,0.0,0.0,0.0,0.0,N
23394,2015-05-27 02:00:00,Bronx,19,6.0,10.0,76.0,61.0,1020.8,0.0,0.0,0.0,0.0,N
23400,2015-05-27 03:00:00,Bronx,20,8.0,10.0,75.0,60.0,1021.1,0.0,0.0,0.0,0.0,N
23407,2015-05-27 04:00:00,Bronx,26,5.0,10.0,74.0,61.0,1021.3,0.0,0.0,0.0,0.0,N
23414,2015-05-27 05:00:00,Bronx,19,6.0,10.0,73.0,61.0,1021.3,0.0,0.0,0.0,0.0,N
23421,2015-05-27 06:00:00,Bronx,32,5.0,10.0,72.0,60.0,1021.1,0.0,0.0,0.0,0.0,N
23428,2015-05-27 07:00:00,Bronx,52,6.0,10.0,72.0,61.0,1021.0,0.0,0.0,0.0,0.0,N
23435,2015-05-27 08:00:00,Bronx,112,8.0,10.0,71.0,62.0,1020.7,0.0,0.0,0.0,0.0,N
23442,2015-05-27 09:00:00,Bronx,80,6.0,10.0,71.0,62.0,1020.9,0.0,0.0,0.0,0.0,N
23449,2015-05-27 10:00:00,Bronx,64,8.0,9.1,71.0,63.0,1021.3,0.0,0.0,0.0,0.0,N
23456,2015-05-27 11:00:00,Bronx,54,4.5,8.55,72.0,64.0,1021.4,0.0,0.0,0.0,0.0,N
23462,2015-05-27 12:00:00,Bronx,53,7.0,7.0,73.0,64.0,1021.7,0.0,0.0,0.0,0.0,N
23469,2015-05-27 13:00:00,Bronx,58,9.0,7.0,74.0,65.0,1021.7,0.0,0.0,0.0,0.0,N
23476,2015-05-27 14:00:00,Bronx,71,4.5,8.0,76.0,66.0,1021.6,0.0,0.0,0.0,0.0,N
23483,2015-05-27 15:00:00,Bronx,89,5.0,7.66666666666667,79.0,66.3333333333333,1021.6,0.0,0.0,0.0,0.0,N
23490,2015-05-27 16:00:00,Bronx,99,3.33333333333333,7.0,77.0,67.0,1021.5,0.0,0.0,0.0,0.0,N
23497,2015-05-27 17:00:00,Bronx,111,1.66666666666667,8.0,81.5,65.5,1021.0,0.0,0.0,0.0,0.0,N
23504,2015-05-27 18:00:00,Bronx,80,0.0,9.1,84.0,67.0,1020.3,0.0,0.0,0.0,0.0,N
23511,2015-05-27 19:00:00,Bronx,96,7.0,8.0,81.0,65.0,1019.5,0.0,0.0,0.0,0.0,N
23517,2015-05-27 20:00:00,Bronx,89,10.0,9.1,80.0,64.0,1019.0,0.0,0.0,0.0,0.0,N
23523,2015-05-27 21:00:00,Bronx,93,3.0,9.1,79.0,63.0,1018.6,0.0,0.0,0.0,0.0,N
23530,2015-05-27 22:00:00,Bronx,76,4.0,9.1,79.0,63.0,1018.1,0.0,0.0,0.0,0.0,N
23537,2015-05-27 23:00:00,Bronx,59,5.0,9.1,76.0,62.0,1019.7,0.0,0.0,0.0,0.0,N
23544,2015-05-28 00:00:00,Bronx,50,0.0,9.1,75.0,64.0,1020.3,0.0,0.0,0.0,0.0,N
23551,2015-05-28 01:00:00,Bronx,41,3.0,8.0,71.0,67.0,1020.6,0.05,0.0,0.0,0.0,N
23558,2015-05-28 02:00:00,Bronx,33,6.0,8.0,72.0,68.0,1020.7,0.03,0.0,0.0,0.0,N
23565,2015-05-28 03:00:00,Bronx,23,3.0,6.0,71.0,67.0,1020.6,0.0,0.0,0.08,0.0,N
23571,2015-05-28 04:00:00,Bronx,16,3.0,9.1,71.0,67.0,1020.3,0.0,0.0,0.0,0.0,N
23577,2015-05-28 05:00:00,Bronx,24,5.0,7.0,71.0,66.0,1020.1,0.0,0.0,0.08,0.0,N
23583,2015-05-28 06:00:00,Bronx,43,6.0,9.1,71.0,66.0,1020.0,0.0,0.08,0.0,0.0,N
23590,2015-05-28 07:00:00,Bronx,67,6.0,9.1,71.0,66.0,1019.9,0.0,0.0,0.0,0.0,N
23597,2015-05-28 08:00:00,Bronx,105,6.0,9.1,70.0,66.0,1020.0,0.0,0.0,0.0,0.0,N
23604,2015-05-28 09:00:00,Bronx,87,3.0,10.0,71.0,65.0,1020.2,0.0,0.0,0.0,0.0,N
23611,2015-05-28 10:00:00,Bronx,79,3.0,7.0,71.0,66.0,1020.5,0.0,0.0,0.0,0.0,N
23617,2015-05-28 11:00:00,Bronx,52,4.0,6.0,71.5,66.0,1021.0,0.0,0.0,0.0,0.0,N
23624,2015-05-28 12:00:00,Bronx,60,3.0,5.5,73.0,67.0,1021.2,0.0,0.0,0.08,0.0,N
23631,2015-05-28 13:00:00,Bronx,58,3.0,7.0,73.0,63.0,1021.6,0.0,0.0,0.0,0.0,N
23638,2015-05-28 14:00:00,Bronx,56,0.0,4.0,73.0,67.0,1021.7,0.0,0.0,0.0,0.0,N
23644,2015-05-28 15:00:00,Bronx,84,5.0,6.0,77.5,68.0,1021.4,0.0,0.0,0.0,0.0,N
23651,2015-05-28 16:00:00,Bronx,66,2.5,6.0,80.5,68.0,1021.1,0.0,0.0,0.0,0.0,N
23658,2015-05-28 17:00:00,Bronx,95,3.0,6.0,83.0,67.0,1020.6,0.0,0.0,0.0,0.0,N
23665,2015-05-28 18:00:00,Bronx,88,3.0,7.0,84.0,68.0,1020.3,0.0,0.0,0.0,0.0,N
23672,2015-05-28 19:00:00,Bronx,87,7.0,7.0,83.0,67.0,1020.0,0.0,0.0,0.0,0.0,N
23679,2015-05-28 20:00:00,Bronx,64,5.0,8.0,81.0,66.0,1019.8,0.0,0.0,0.0,0.0,N
23686,2015-05-28 21:00:00,Bronx,75,3.0,10.0,83.0,66.0,1019.3,0.0,0.0,0.0,0.0,N
23693,2015-05-28 22:00:00,Bronx,67,0.0,10.0,82.0,67.0,1019.5,0.0,0.0,0.0,0.0,N
23700,2015-05-28 23:00:00,Bronx,71,0.0,10.0,83.0,66.0,1019.9,0.0,0.0,0.0,0.0,N
23707,2015-05-29 00:00:00,Bronx,63,3.0,10.0,85.0,53.0,1020.6,0.0,0.0,0.0,0.0,N
23714,2015-05-29 01:00:00,Bronx,36,3.0,10.0,80.0,55.0,1021.5,0.0,0.0,0.0,0.0,N
23721,2015-05-29 02:00:00,Bronx,31,6.0,10.0,78.0,53.0,1022.6,0.0,0.0,0.0,0.0,N
23728,2015-05-29 03:00:00,Bronx,16,3.0,10.0,76.0,53.0,1023.3,0.0,0.0,0.0,0.0,N
23734,2015-05-29 04:00:00,Bronx,29,10.0,10.0,74.0,55.0,1023.9,0.0,0.0,0.0,0.0,N
23741,2015-05-29 05:00:00,Bronx,25,9.0,10.0,72.0,52.0,1024.2,0.0,0.0,0.0,0.0,N
23747,2015-05-29 06:00:00,Bronx,42,7.0,10.0,70.0,52.0,1024.5,0.0,0.0,0.0,0.0,N
23754,2015-05-29 07:00:00,Bronx,66,8.0,10.0,68.0,52.0,1024.4,0.0,0.0,0.0,0.0,N
23761,2015-05-29 08:00:00,Bronx,108,7.0,10.0,67.0,53.0,1024.5,0.0,0.0,0.0,0.0,N
23768,2015-05-29 09:00:00,Bronx,105,6.0,10.0,66.0,53.0,1024.6,0.0,0.0,0.0,0.0,N
23775,2015-05-29 10:00:00,Bronx,75,5.0,10.0,65.0,53.0,1025.1,0.0,0.0,0.0,0.0,N
23782,2015-05-29 11:00:00,Bronx,83,6.0,10.0,66.0,53.0,1025.8,0.0,0.0,0.0,0.0,N
23789,2015-05-29 12:00:00,Bronx,79,5.0,10.0,68.0,54.0,1025.9,0.0,0.0,0.0,0.0,N
23796,2015-05-29 13:00:00,Bronx,71,3.0,10.0,71.0,54.0,1026.0,0.0,0.0,0.0,0.0,N
23803,2015-05-29 14:00:00,Bronx,73,7.0,10.0,72.0,54.0,1026.0,0.0,0.0,0.0,0.0,N
23810,2015-05-29 15:00:00,Bronx,84,5.0,10.0,74.0,54.0,1025.8,0.0,0.0,0.0,0.0,N
23817,2015-05-29 16:00:00,Bronx,91,3.0,10.0,79.0,53.0,1025.4,0.0,0.0,0.0,0.0,N
23824,2015-05-29 17:00:00,Bronx,102,0.0,10.0,82.0,53.0,1024.8,0.0,0.0,0.0,0.0,N
23831,2015-05-29 18:00:00,Bronx,87,0.0,10.0,84.0,55.0,1024.4,0.0,0.0,0.0,0.0,N
23838,2015-05-29 19:00:00,Bronx,83,3.0,10.0,81.0,55.0,1024.6,0.0,0.0,0.0,0.0,N
23845,2015-05-29 20:00:00,Bronx,86,6.0,10.0,79.0,55.0,1023.9,0.0,0.0,0.0,0.0,N
23852,2015-05-29 21:00:00,Bronx,117,5.0,10.0,78.0,55.0,1023.6,0.0,0.0,0.0,0.0,N
23859,2015-05-29 22:00:00,Bronx,113,7.0,10.0,73.0,55.0,1023.4,0.0,0.0,0.0,0.0,N
23865,2015-05-29 23:00:00,Bronx,90,5.0,10.0,72.0,56.0,1023.6,0.0,0.0,0.0,0.0,N
23872,2015-05-30 00:00:00,Bronx,101,6.0,10.0,71.0,56.0,1023.6,0.0,0.0,0.0,0.0,N
23879,2015-05-30 01:00:00,Bronx,99,3.0,10.0,68.0,57.0,1023.8,0.0,0.0,0.0,0.0,N
23885,2015-05-30 02:00:00,Bronx,75,3.0,10.0,67.0,58.0,1024.1,0.0,0.0,0.0,0.0,N
23892,2015-05-30 03:00:00,Bronx,51,0.0,10.0,68.0,59.0,1023.9,0.0,0.0,0.0,0.0,N
23899,2015-05-30 04:00:00,Bronx,38,0.0,9.1,68.0,61.0,1023.2,0.0,0.0,0.0,0.0,N
23906,2015-05-30 05:00:00,Bronx,25,0.0,9.1,67.0,61.0,1023.5,0.0,0.0,0.0,0.0,N
23912,2015-05-30 06:00:00,Bronx,33,0.0,10.0,68.0,60.0,1022.7,0.0,0.0,0.0,0.0,N
23918,2015-05-30 07:00:00,Bronx,27,0.0,10.0,67.0,60.0,1022.3,0.0,0.0,0.0,0.0,N
23925,2015-05-30 08:00:00,Bronx,77,3.0,10.0,68.0,61.0,1022.2,0.0,0.0,0.0,0.0,N
23932,2015-05-30 09:00:00,Bronx,70,3.0,10.0,68.0,62.0,1022.4,0.0,0.0,0.0,0.0,N
23939,2015-05-30 10:00:00,Bronx,70,6.0,10.0,68.0,63.0,1022.9,0.0,0.0,0.0,0.0,N
23946,2015-05-30 11:00:00,Bronx,75,7.0,10.0,69.0,64.0,1022.9,0.0,0.0,0.0,0.0,N
23953,2015-05-30 12:00:00,Bronx,71,5.0,10.0,71.0,64.0,1023.1,0.0,0.0,0.0,0.0,N
23960,2015-05-30 13:00:00,Bronx,88,8.0,10.0,73.0,64.0,1023.0,0.0,0.0,0.0,0.0,N
23967,2015-05-30 14:00:00,Bronx,114,7.0,10.0,75.0,65.0,1022.7,0.0,0.0,0.0,0.0,N
23974,2015-05-30 15:00:00,Bronx,115,5.0,10.0,77.0,65.0,1022.2,0.0,0.0,0.0,0.0,N
23981,2015-05-30 16:00:00,Bronx,127,3.0,10.0,80.6666666666667,65.0,1021.7,0.0,0.0,0.0,0.0,N
23988,2015-05-30 17:00:00,Bronx,98,6.0,10.0,82.0,64.0,1021.0,0.0,0.0,0.0,0.0,N
23995,2015-05-30 18:00:00,Bronx,140,7.0,10.0,84.0,65.0,1020.4,0.0,0.0,0.0,0.0,N
24002,2015-05-30 19:00:00,Bronx,123,7.0,10.0,84.0,64.0,1019.7,0.0,0.0,0.0,0.0,N
24009,2015-05-30 20:00:00,Bronx,105,9.0,10.0,82.0,63.0,1018.8,0.0,0.0,0.0,0.0,N
24016,2015-05-30 21:00:00,Bronx,136,9.0,10.0,79.0,61.0,1018.2,0.0,0.0,0.0,0.0,N
24023,2015-05-30 22:00:00,Bronx,182,10.0,10.0,77.0,61.0,1018.1,0.0,0.0,0.0,0.0,N
24030,2015-05-30 23:00:00,Bronx,165,7.0,10.0,77.0,62.0,1017.8,0.0,0.0,0.0,0.0,N
24037,2015-05-31 00:00:00,Bronx,136,7.0,10.0,76.0,62.0,1017.4,0.0,0.0,0.0,0.0,N
24044,2015-05-31 01:00:00,Bronx,139,5.0,10.0,76.0,62.0,1017.9,0.0,0.0,0.0,0.0,N
24051,2015-05-31 02:00:00,Bronx,86,5.5,10.0,75.0,61.0,1018.1,0.0,0.0,0.0,0.0,N
24058,2015-05-31 03:00:00,Bronx,70,6.0,10.0,74.0,60.0,1018.3,0.0,0.0,0.0,0.0,N
24065,2015-05-31 04:00:00,Bronx,66,3.0,10.0,74.0,61.0,1018.3,0.0,0.0,0.0,0.0,N
24072,2015-05-31 05:00:00,Bronx,43,7.0,10.0,73.0,60.0,1018.2,0.0,0.0,0.0,0.0,N
24079,2015-05-31 06:00:00,Bronx,36,6.0,10.0,73.0,60.0,1018.1,0.0,0.0,0.0,0.0,N
24086,2015-05-31 07:00:00,Bronx,31,6.0,10.0,72.0,61.0,1017.7,0.0,0.0,0.0,0.0,N
24092,2015-05-31 08:00:00,Bronx,37,9.0,10.0,72.0,61.0,1017.3,0.0,0.0,0.0,0.0,N
24099,2015-05-31 09:00:00,Bronx,49,7.0,10.0,71.0,61.0,1017.3,0.0,0.0,0.0,0.0,N
24106,2015-05-31 10:00:00,Bronx,45,8.0,10.0,71.0,62.0,1017.6,0.0,0.0,0.0,0.0,N
24112,2015-05-31 11:00:00,Bronx,65,0.0,10.0,71.0,62.0,1017.8,0.0,0.0,0.0,0.0,N
24119,2015-05-31 12:00:00,Bronx,77,0.0,10.0,72.0,63.0,1017.8,0.0,0.0,0.0,0.0,N
24126,2015-05-31 13:00:00,Bronx,91,3.0,10.0,75.0,64.0,1017.9,0.0,0.0,0.0,0.0,N
24133,2015-05-31 14:00:00,Bronx,72,3.0,10.0,76.0,65.0,1018.1,0.0,0.0,0.0,0.0,N
24140,2015-05-31 15:00:00,Bronx,106,1.5,10.0,78.0,66.0,1017.9,0.01,0.0,0.0,0.0,N
24147,2015-05-31 16:00:00,Bronx,104,0.0,10.0,82.0,65.0,1017.5,0.0,0.0,0.0,0.0,N
24154,2015-05-31 17:00:00,Bronx,106,6.0,10.0,86.0,66.0,1017.0,0.0,0.0,0.0,0.0,N
24160,2015-05-31 18:00:00,Bronx,92,5.0,10.0,82.0,65.0,1016.4,0.0,0.01,0.0,0.0,N
24167,2015-05-31 19:00:00,Bronx,78,4.5,6.66666666666667,75.3333333333333,70.3333333333333,1016.3,0.03,0.0,0.0,0.0,N
24174,2015-05-31 20:00:00,Bronx,84,8.0,5.9,74.5,65.5,1015.9,0.015,0.0,0.0,0.0,N
24181,2015-05-31 21:00:00,Bronx,107,6.66666666666667,1.45,70.6666666666667,68.0,1016.9,0.28,0.0,0.0,0.0,N
24188,2015-05-31 22:00:00,Bronx,98,5.33333333333333,2.3,69.3333333333333,67.3333333333333,1016.6,0.253333333333333,0.0,0.0,0.0,N
24195,2015-05-31 23:00:00,Bronx,76,3.75,3.25,70.0,68.0,1016.7,0.03,0.0,0.0,0.0,N
24202,2015-06-01 00:00:00,Bronx,62,2.5,3.4,69.0,66.5,1017.2,0.045,1.21,0.0,0.0,N
24209,2015-06-01 01:00:00,Bronx,28,6.25,3.5,68.75,66.25,1018.0,0.08,0.0,0.0,0.0,N
24216,2015-06-01 02:00:00,Bronx,23,8.0,9.1,65.0,62.0,1018.7,0.06,0.0,0.0,0.0,N
24223,2015-06-01 03:00:00,Bronx,23,8.0,9.1,63.0,59.0,1019.9,0.01,0.0,0.0,0.0,N
24229,2015-06-01 04:00:00,Bronx,15,9.0,10.0,59.0,56.0,1020.2,0.06,0.0,0.0,0.0,N
24235,2015-06-01 05:00:00,Bronx,31,10.0,8.0,57.0,54.0,1019.8,0.0,0.0,1.46,0.0,N
24241,2015-06-01 06:00:00,Bronx,31,10.0,10.0,57.0,54.0,1019.4,0.0,0.24,0.0,0.0,N
24248,2015-06-01 07:00:00,Bronx,70,8.5,4.4,57.5,54.5,1019.2,0.025,0.0,0.0,0.0,N
24255,2015-06-01 08:00:00,Bronx,103,7.0,2.96,57.0,54.4,1019.3,0.15,0.0,0.0,0.0,N
24262,2015-06-01 09:00:00,Bronx,102,6.0,6.0,57.0,54.0,1018.9,0.13,0.0,0.0,0.0,N
24268,2015-06-01 10:00:00,Bronx,64,7.0,10.0,57.0,54.0,1019.0,0.02,0.0,0.0,0.0,N
24275,2015-06-01 11:00:00,Bronx,67,5.0,5.0,56.0,54.0,1019.8,0.0,0.0,0.0,0.0,N
24282,2015-06-01 12:00:00,Bronx,56,8.75,2.5,55.75,53.75,1020.3,0.005,0.43,1.89,0.0,N
24289,2015-06-01 13:00:00,Bronx,59,9.0,5.0,56.0,53.0,1020.0,0.0,0.0,0.0,0.0,N
24296,2015-06-01 14:00:00,Bronx,57,11.0,2.75,56.0,53.0,1020.0,0.0,0.0,0.0,0.0,N
24302,2015-06-01 15:00:00,Bronx,79,10.0,1.7,55.25,53.0,1020.2,0.07,0.0,0.0,0.0,N
24308,2015-06-01 16:00:00,Bronx,75,9.66666666666667,4.5,55.6666666666667,53.3333333333333,1020.2,0.13,0.0,0.0,0.0,N
24315,2015-06-01 17:00:00,Bronx,76,14.0,3.0,56.0,53.0,1019.9,0.02,0.0,0.0,0.0,N
24321,2015-06-01 18:00:00,Bronx,72,13.0,5.0,55.0,52.0,1019.9,0.0,0.21,0.0,0.0,N
24328,2015-06-01 19:00:00,Bronx,67,16.0,4.0,56.0,52.0,1019.5,0.0,0.0,0.0,0.0,N
24335,2015-06-01 20:00:00,Bronx,68,13.0,5.0,56.0,52.0,1019.7,0.0,0.0,0.0,0.0,N
24342,2015-06-01 21:00:00,Bronx,72,14.0,4.0,56.0,53.0,1019.6,0.0,0.0,0.0,0.0,N
24349,2015-06-01 22:00:00,Bronx,60,11.0,4.0,56.0,52.0,1019.5,0.0,0.05,0.0,0.0,N
24356,2015-06-01 23:00:00,Bronx,64,11.0,6.0,56.0,52.0,1019.8,0.0,0.08,0.0,0.0,N
24362,2015-06-02 00:00:00,Bronx,36,8.0,6.0,55.0,52.0,1019.6,0.02,0.01,0.0,0.0,N
24369,2015-06-02 01:00:00,Bronx,28,17.0,4.0,54.0,51.0,1020.4,0.0,0.08,0.0,0.0,N
24375,2015-06-02 02:00:00,Bronx,20,9.0,4.0,54.0,51.0,1020.9,0.0,0.08,0.0,0.0,N
24381,2015-06-02 03:00:00,Bronx,10,13.0,5.0,53.0,50.0,1021.1,0.04,0.08,0.0,0.0,N
24387,2015-06-02 04:00:00,Bronx,25,14.0,9.1,52.0,49.0,1021.1,0.02,0.08,0.0,0.0,N
24393,2015-06-02 05:00:00,Bronx,29,6.66666666666667,10.0,51.3333333333333,48.0,1020.9,0.0033333333333333,0.03,0.72,0.0,N
24400,2015-06-02 06:00:00,Bronx,42,9.0,6.0,51.0,48.0,1020.4,0.02,0.08,0.0,0.0,N
24407,2015-06-02 07:00:00,Bronx,77,7.0,7.0,50.0,47.0,1019.7,0.04,0.0,0.0,0.0,N
24414,2015-06-02 08:00:00,Bronx,100,8.66666666666667,9.33333333333333,50.0,47.0,1020.0,0.035,0.0,0.0,0.0,N
24421,2015-06-02 09:00:00,Bronx,94,9.0,10.0,50.0,47.0,1019.1,0.0,0.0,0.0,0.0,N
24428,2015-06-02 10:00:00,Bronx,69,10.0,6.0,50.0,47.0,1019.3,0.01,0.0,0.0,0.0,N
24435,2015-06-02 11:00:00,Bronx,58,6.5,5.7,51.0,48.0,1019.7,0.01,0.0,0.0,0.0,N
24442,2015-06-02 12:00:00,Bronx,51,6.33333333333333,2.6,51.0,48.0,1020.3,0.0,0.1,0.4,0.0,N
24448,2015-06-02 13:00:00,Bronx,59,6.6,2.8,51.4,48.2,1020.8,0.0066666666666666,0.0,0.0,0.0,N
24455,2015-06-02 14:00:00,Bronx,67,8.0,4.0,52.0,49.0,1020.7,0.0,0.0,0.0,0.0,N
24462,2015-06-02 15:00:00,Bronx,70,6.0,6.0,53.0,50.0,1020.9,0.0,0.0,0.0,0.0,N
24469,2015-06-02 16:00:00,Bronx,74,5.0,6.0,53.0,49.0,1020.9,0.0,0.0,0.0,0.0,N
24476,2015-06-02 17:00:00,Bronx,75,7.0,7.55,54.0,50.5,1020.9,0.0,0.0,0.0,0.0,N
24483,2015-06-02 18:00:00,Bronx,95,6.0,6.0,54.0,50.0,1020.7,0.01,0.02,0.0,0.0,N
24490,2015-06-02 19:00:00,Bronx,75,6.0,3.0,54.0,50.0,1020.5,0.04,0.0,0.0,0.0,N
24497,2015-06-02 20:00:00,Bronx,72,7.0,9.1,54.0,52.0,1020.0,0.04,0.0,0.0,0.0,N
24504,2015-06-02 21:00:00,Bronx,72,3.0,6.0,54.0,51.5,1020.1,0.01,0.0,0.0,0.0,N
24511,2015-06-02 22:00:00,Bronx,60,5.0,6.0,54.0,51.0,1020.5,0.02,0.0,0.0,0.0,N
24518,2015-06-02 23:00:00,Bronx,39,3.0,4.0,54.0,52.0,1020.7,0.02,0.0,0.0,0.0,N
24525,2015-06-03 00:00:00,Bronx,43,8.0,5.0,54.0,51.0,1021.1,0.05,0.17,0.0,0.0,Y
24532,2015-06-03 01:00:00,Bronx,30,6.0,7.0,53.0,51.0,1021.1,0.03,0.0,0.0,0.0,Y
24539,2015-06-03 02:00:00,Bronx,16,6.0,7.0,53.0,51.0,1021.9,0.005,0.0,0.0,0.0,Y
24545,2015-06-03 03:00:00,Bronx,14,5.0,4.8,53.4,51.4,1022.1,0.015,0.0,0.0,0.0,Y
24551,2015-06-03 04:00:00,Bronx,17,4.0,7.0,53.0,51.0,1022.2,0.0,0.0,0.0,0.0,Y
24558,2015-06-03 05:00:00,Bronx,26,5.0,7.5,53.5,50.5,1022.1,0.0,0.0,0.37,0.0,Y
24565,2015-06-03 06:00:00,Bronx,27,6.25,10.0,53.0,50.0,1021.9,0.0,0.07,0.0,0.0,Y
24572,2015-06-03 07:00:00,Bronx,51,5.0,10.0,54.0,50.0,1021.8,0.0,0.0,0.0,0.0,Y
24579,2015-06-03 08:00:00,Bronx,90,6.0,8.0,53.0,51.0,1022.2,0.0,0.0,0.0,0.0,Y
24586,2015-06-03 09:00:00,Bronx,81,6.0,10.0,52.0,49.0,1022.5,0.0,0.0,0.0,0.0,Y
24592,2015-06-03 10:00:00,Bronx,65,6.25,9.775,53.0,49.25,1022.9,0.0,0.0,0.0,0.0,Y
24599,2015-06-03 11:00:00,Bronx,78,6.0,10.0,53.0,49.0,1023.4,0.0,0.0,0.0,0.0,Y
24606,2015-06-03 12:00:00,Bronx,52,6.0,10.0,54.6666666666667,48.3333333333333,1023.5,0.0,0.0,0.26,0.0,Y
24613,2015-06-03 13:00:00,Bronx,56,6.5,10.0,56.5,49.0,1023.8,0.0,0.0,0.0,0.0,Y
24619,2015-06-03 14:00:00,Bronx,60,5.0,10.0,59.0,51.0,1023.8,0.0,0.0,0.0,0.0,Y
24625,2015-06-03 15:00:00,Bronx,61,3.33333333333333,10.0,61.6666666666667,50.3333333333333,1023.9,0.0,0.0,0.0,0.0,Y
24632,2015-06-03 16:00:00,Bronx,76,2.5,10.0,63.0,50.5,1023.5,0.0,0.0,0.0,0.0,Y
24639,2015-06-03 17:00:00,Bronx,74,3.0,10.0,65.0,49.0,1023.3,0.0,0.0,0.0,0.0,Y
24646,2015-06-03 18:00:00,Bronx,59,6.0,10.0,69.0,47.0,1022.9,0.0,0.0,0.0,0.0,Y
24653,2015-06-03 19:00:00,Bronx,103,7.0,10.0,70.0,45.0,1022.4,0.0,0.0,0.0,0.0,Y
24659,2015-06-03 20:00:00,Bronx,81,3.0,10.0,69.0,49.0,1022.0,0.0,0.0,0.0,0.0,Y
24665,2015-06-03 21:00:00,Bronx,61,7.0,10.0,64.0,52.0,1021.8,0.0,0.0,0.0,0.0,Y
24672,2015-06-03 22:00:00,Bronx,78,6.0,10.0,60.0,50.0,1022.0,0.0,0.0,0.0,0.0,Y
